timestamp,reservoir_volume,water_level
2020-12-16 02:00:00+00:00,8.894976,79.09124
2020-12-16 03:00:00+00:00,8.879972,79.09
2020-12-16 04:00:00+00:00,8.879972,79.09
2020-12-16 05:00:00+00:00,8.86498,79.08875
2020-12-16 06:00:00+00:00,8.760025,79.07999
2020-12-16 07:00:00+00:00,8.655012,79.07125
2020-12-16 08:00:00+00:00,8.640009,79.07
2020-12-16 09:00:00+00:00,8.640009,79.07
2020-12-16 10:00:00+00:00,8.625006,79.06875
2020-12-16 11:00:00+00:00,8.534985,79.06125
2020-12-16 12:00:00+00:00,8.50499,79.05874
2020-12-16 13:00:00+00:00,8.415037,79.05125
2020-12-16 14:00:00+00:00,8.400045,79.05
2020-12-16 15:00:00+00:00,8.385042,79.04874
2020-12-16 16:00:00+00:00,8.295023,79.04124
2020-12-16 17:00:00+00:00,8.280019,79.04
2020-12-16 18:00:00+00:00,8.280019,79.04
2020-12-16 19:00:00+00:00,8.280019,79.04
2020-12-16 20:00:00+00:00,8.265015,79.03875
2020-12-16 21:00:00+00:00,8.174994,79.03125
2020-12-16 22:00:00+00:00,8.144988,79.02874
2020-12-16 23:00:00+00:00,8.069971,79.02249
2020-12-17 00:00:00+00:00,8.129984,79.0275
2020-12-17 01:00:00+00:00,8.069971,79.02249
2020-12-17 02:00:00+00:00,8.129984,79.0275
2020-12-17 03:00:00+00:00,8.054967,79.02124
2020-12-17 04:00:00+00:00,8.054967,79.02124
2020-12-17 05:00:00+00:00,8.129984,79.0275
2020-12-17 06:00:00+00:00,8.054967,79.02124
2020-12-17 07:00:00+00:00,8.039964,79.02
2020-12-17 08:00:00+00:00,8.024972,79.01875
2020-12-17 09:00:00+00:00,7.950012,79.0125
2020-12-17 10:00:00+00:00,8.009979,79.0175
2020-12-17 11:00:00+00:00,7.950012,79.0125
2020-12-17 12:00:00+00:00,8.009979,79.0175
2020-12-17 13:00:00+00:00,7.93502,79.01125
2020-12-17 14:00:00+00:00,7.920028,79.01
2020-12-17 15:00:00+00:00,7.905024,79.00876
2020-12-17 16:00:00+00:00,7.830007,79.00251
2020-12-17 17:00:00+00:00,7.905024,79.00876
2020-12-17 18:00:00+00:00,7.920028,79.01
2020-12-17 19:00:00+00:00,7.920028,79.01
2020-12-17 20:00:00+00:00,7.920028,79.01
2020-12-17 21:00:00+00:00,7.920028,79.01
2020-12-17 22:00:00+00:00,7.905024,79.00876
2020-12-17 23:00:00+00:00,7.815003,79.00125
2020-12-18 00:00:00+00:00,7.815003,79.00125
2020-12-18 01:00:00+00:00,7.890021,79.0075
2020-12-18 02:00:00+00:00,7.830007,79.00251
2020-12-18 03:00:00+00:00,7.890021,79.0075
2020-12-18 04:00:00+00:00,7.830007,79.00251
2020-12-18 05:00:00+00:00,7.890021,79.0075
2020-12-18 06:00:00+00:00,7.815003,79.00125
2020-12-18 07:00:00+00:00,7.815003,79.00125
2020-12-18 08:00:00+00:00,7.890021,79.0075
2020-12-18 09:00:00+00:00,7.815003,79.00125
2020-12-18 10:00:00+00:00,7.8,79.0
2020-12-18 11:00:00+00:00,7.8,79.0
2020-12-18 12:00:00+00:00,7.8,79.0
2020-12-18 13:00:00+00:00,7.8,79.0
2020-12-18 14:00:00+00:00,7.8,79.0
2020-12-18 15:00:00+00:00,7.8,79.0
2020-12-18 16:00:00+00:00,7.8,79.0
2020-12-18 17:00:00+00:00,7.8,79.0
2020-12-18 18:00:00+00:00,7.8,79.0
2020-12-18 19:00:00+00:00,7.8,79.0
2020-12-18 20:00:00+00:00,7.815003,79.00125
2020-12-18 21:00:00+00:00,7.905024,79.00876
2020-12-18 22:00:00+00:00,7.920028,79.01
2020-12-18 23:00:00+00:00,7.920028,79.01
2020-12-19 00:00:00+00:00,7.920028,79.01
2020-12-19 01:00:00+00:00,7.93502,79.01125
2020-12-19 02:00:00+00:00,8.024972,79.01875
2020-12-19 03:00:00+00:00,8.039964,79.02
2020-12-19 04:00:00+00:00,8.039964,79.02
2020-12-19 05:00:00+00:00,8.054967,79.02124
2020-12-19 06:00:00+00:00,8.144988,79.02874
2020-12-19 07:00:00+00:00,8.159991,79.03
2020-12-19 08:00:00+00:00,8.159991,79.03
2020-12-19 09:00:00+00:00,8.174994,79.03125
2020-12-19 10:00:00+00:00,8.265015,79.03875
2020-12-19 11:00:00+00:00,8.280019,79.04
2020-12-19 12:00:00+00:00,8.280019,79.04
2020-12-19 13:00:00+00:00,8.280019,79.04
2020-12-19 14:00:00+00:00,8.295023,79.04124
2020-12-19 15:00:00+00:00,8.385042,79.04874
2020-12-19 16:00:00+00:00,8.400045,79.05
2020-12-19 17:00:00+00:00,8.400045,79.05
2020-12-19 18:00:00+00:00,8.415037,79.05125
2020-12-19 19:00:00+00:00,8.50499,79.05874
2020-12-19 20:00:00+00:00,8.519981,79.05999
2020-12-19 21:00:00+00:00,8.534985,79.06125
2020-12-19 22:00:00+00:00,8.610003,79.0675
2020-12-19 23:00:00+00:00,8.534985,79.06125
2020-12-20 00:00:00+00:00,8.534985,79.06125
2020-12-20 01:00:00+00:00,8.610003,79.0675
2020-12-20 02:00:00+00:00,8.549988,79.0625
2020-12-20 03:00:00+00:00,8.625006,79.06875
2020-12-20 04:00:00+00:00,8.640009,79.07
2020-12-20 05:00:00+00:00,8.655012,79.07125
2020-12-20 06:00:00+00:00,8.73003,79.0775
2020-12-20 07:00:00+00:00,8.670015,79.07249
2020-12-20 08:00:00+00:00,8.73003,79.0775
2020-12-20 09:00:00+00:00,8.655012,79.07125
2020-12-20 10:00:00+00:00,8.640009,79.07
2020-12-20 11:00:00+00:00,8.640009,79.07
2020-12-20 12:00:00+00:00,8.640009,79.07
2020-12-20 13:00:00+00:00,8.640009,79.07
2020-12-20 14:00:00+00:00,8.640009,79.07
2020-12-20 15:00:00+00:00,8.655012,79.07125
2020-12-20 16:00:00+00:00,8.73003,79.0775
2020-12-20 17:00:00+00:00,8.670015,79.07249
2020-12-20 18:00:00+00:00,8.73003,79.0775
2020-12-20 19:00:00+00:00,8.670015,79.07249
2020-12-20 20:00:00+00:00,8.745034,79.07875
2020-12-20 21:00:00+00:00,8.760036,79.08
2020-12-20 22:00:00+00:00,8.760036,79.08
2020-12-20 23:00:00+00:00,8.760036,79.08
2020-12-21 00:00:00+00:00,8.760036,79.08
2020-12-21 01:00:00+00:00,8.760036,79.08
2020-12-21 02:00:00+00:00,8.760036,79.08
2020-12-21 03:00:00+00:00,8.760036,79.08
2020-12-21 04:00:00+00:00,8.760036,79.08
2020-12-21 05:00:00+00:00,8.760036,79.08
2020-12-21 06:00:00+00:00,8.760036,79.08
2020-12-21 07:00:00+00:00,8.760036,79.08
2020-12-21 08:00:00+00:00,8.760036,79.08
2020-12-21 09:00:00+00:00,8.760036,79.08
2020-12-21 10:00:00+00:00,8.760036,79.08
2020-12-21 11:00:00+00:00,8.760036,79.08
2020-12-21 12:00:00+00:00,8.760036,79.08
2020-12-21 13:00:00+00:00,8.760036,79.08
2020-12-21 14:00:00+00:00,8.775028,79.08125
2020-12-21 15:00:00+00:00,8.86498,79.08875
2020-12-21 16:00:00+00:00,8.879972,79.09
2020-12-21 17:00:00+00:00,8.879972,79.09
2020-12-21 18:00:00+00:00,8.879972,79.09
2020-12-21 19:00:00+00:00,8.879972,79.09
2020-12-21 20:00:00+00:00,8.879972,79.09
2020-12-21 21:00:00+00:00,8.879972,79.09
2020-12-21 22:00:00+00:00,8.879972,79.09
2020-12-21 23:00:00+00:00,8.879972,79.09
2020-12-22 00:00:00+00:00,8.879972,79.09
2020-12-22 01:00:00+00:00,8.879972,79.09
2020-12-22 02:00:00+00:00,8.894976,79.09124
2020-12-22 03:00:00+00:00,8.969993,79.0975
2020-12-22 04:00:00+00:00,8.894976,79.09124
2020-12-22 05:00:00+00:00,8.894976,79.09124
2020-12-22 06:00:00+00:00,8.969993,79.0975
2020-12-22 07:00:00+00:00,8.909979,79.0925
2020-12-22 08:00:00+00:00,8.984997,79.09875
2020-12-22 09:00:00+00:00,9.0,79.1
2020-12-22 10:00:00+00:00,9.0,79.1
2020-12-22 11:00:00+00:00,9.0,79.1
2020-12-22 12:00:00+00:00,9.0,79.1
2020-12-22 13:00:00+00:00,9.0,79.1
2020-12-22 14:00:00+00:00,9.013753,79.10124
2020-12-22 15:00:00+00:00,9.08252,79.1075
2020-12-22 16:00:00+00:00,9.027506,79.10249
2020-12-22 17:00:00+00:00,9.096272,79.10875
2020-12-22 18:00:00+00:00,9.110025,79.11
2020-12-22 19:00:00+00:00,9.096272,79.10875
2020-12-22 20:00:00+00:00,9.027506,79.10249
2020-12-22 21:00:00+00:00,9.096272,79.10875
2020-12-22 22:00:00+00:00,9.110025,79.11
2020-12-22 23:00:00+00:00,9.110025,79.11
2020-12-23 00:00:00+00:00,9.110025,79.11
2020-12-23 01:00:00+00:00,9.123778,79.11124
2020-12-23 02:00:00+00:00,9.192545,79.11751
2020-12-23 03:00:00+00:00,9.137531,79.1125
2020-12-23 04:00:00+00:00,9.192545,79.11751
2020-12-23 05:00:00+00:00,9.137531,79.1125
2020-12-23 06:00:00+00:00,9.206298,79.11875
2020-12-23 07:00:00+00:00,9.220051,79.12
2020-12-23 08:00:00+00:00,9.220051,79.12
2020-12-23 09:00:00+00:00,9.220051,79.12
2020-12-23 10:00:00+00:00,9.220051,79.12
2020-12-23 11:00:00+00:00,9.233793,79.12125
2020-12-23 12:00:00+00:00,9.316249,79.12875
2020-12-23 13:00:00+00:00,9.329991,79.13
2020-12-23 14:00:00+00:00,9.329991,79.13
2020-12-23 15:00:00+00:00,9.329991,79.13
2020-12-23 16:00:00+00:00,9.343745,79.13125
2020-12-23 17:00:00+00:00,9.41251,79.1375
2020-12-23 18:00:00+00:00,9.357498,79.13249
2020-12-23 19:00:00+00:00,9.426264,79.13876
2020-12-23 20:00:00+00:00,9.440017,79.14
2020-12-23 21:00:00+00:00,9.440017,79.14
2020-12-23 22:00:00+00:00,9.440017,79.14
2020-12-23 23:00:00+00:00,9.440017,79.14
2020-12-24 00:00:00+00:00,9.45377,79.14125
2020-12-24 01:00:00+00:00,9.536288,79.14876
2020-12-24 02:00:00+00:00,9.536288,79.14876
2020-12-24 03:00:00+00:00,9.467524,79.1425
2020-12-24 04:00:00+00:00,9.536288,79.14876
2020-12-24 05:00:00+00:00,9.550042,79.15
2020-12-24 06:00:00+00:00,9.550042,79.15
2020-12-24 07:00:00+00:00,9.563796,79.15125
2020-12-24 08:00:00+00:00,9.63256,79.1575
2020-12-24 09:00:00+00:00,9.563796,79.15125
2020-12-24 10:00:00+00:00,9.550042,79.15
2020-12-24 11:00:00+00:00,9.550042,79.15
2020-12-24 12:00:00+00:00,9.550042,79.15
2020-12-24 13:00:00+00:00,9.550042,79.15
2020-12-24 14:00:00+00:00,9.563796,79.15125
2020-12-24 15:00:00+00:00,9.646314,79.15876
2020-12-24 16:00:00+00:00,9.660068,79.16
2020-12-24 17:00:00+00:00,9.660068,79.16
2020-12-24 18:00:00+00:00,9.660068,79.16
2020-12-24 19:00:00+00:00,9.660068,79.16
2020-12-24 20:00:00+00:00,9.660068,79.16
2020-12-24 21:00:00+00:00,9.660068,79.16
2020-12-24 22:00:00+00:00,9.67381,79.16125
2020-12-24 23:00:00+00:00,9.742523,79.1675
2020-12-25 00:00:00+00:00,9.67381,79.16125
2020-12-25 01:00:00+00:00,9.660068,79.16
2020-12-25 02:00:00+00:00,9.660068,79.16
2020-12-25 03:00:00+00:00,9.660068,79.16
2020-12-25 04:00:00+00:00,9.660068,79.16
2020-12-25 05:00:00+00:00,9.67381,79.16125
2020-12-25 06:00:00+00:00,9.742523,79.1675
2020-12-25 07:00:00+00:00,9.687552,79.16251
2020-12-25 08:00:00+00:00,9.742523,79.1675
2020-12-25 09:00:00+00:00,9.687552,79.16251
2020-12-25 10:00:00+00:00,9.742523,79.1675
2020-12-25 11:00:00+00:00,9.687552,79.16251
2020-12-25 12:00:00+00:00,9.742523,79.1675
2020-12-25 13:00:00+00:00,9.67381,79.16125
2020-12-25 14:00:00+00:00,9.660068,79.16
2020-12-25 15:00:00+00:00,9.660068,79.16
2020-12-25 16:00:00+00:00,9.67381,79.16125
2020-12-25 17:00:00+00:00,9.756267,79.16875
2020-12-25 18:00:00+00:00,9.770009,79.17
2020-12-25 19:00:00+00:00,9.770009,79.17
2020-12-25 20:00:00+00:00,9.770009,79.17
2020-12-25 21:00:00+00:00,9.770009,79.17
2020-12-25 22:00:00+00:00,9.770009,79.17
2020-12-25 23:00:00+00:00,9.770009,79.17
2020-12-26 00:00:00+00:00,9.770009,79.17
2020-12-26 01:00:00+00:00,9.770009,79.17
2020-12-26 02:00:00+00:00,9.770009,79.17
2020-12-26 03:00:00+00:00,9.770009,79.17
2020-12-26 04:00:00+00:00,9.770009,79.17
2020-12-26 05:00:00+00:00,9.770009,79.17
2020-12-26 06:00:00+00:00,9.770009,79.17
2020-12-26 07:00:00+00:00,9.770009,79.17
2020-12-26 08:00:00+00:00,9.770009,79.17
2020-12-26 09:00:00+00:00,9.770009,79.17
2020-12-26 10:00:00+00:00,9.770009,79.17
2020-12-26 11:00:00+00:00,9.770009,79.17
2020-12-26 12:00:00+00:00,9.756267,79.16875
2020-12-26 13:00:00+00:00,9.687552,79.16251
2020-12-26 14:00:00+00:00,9.742523,79.1675
2020-12-26 15:00:00+00:00,9.687552,79.16251
2020-12-26 16:00:00+00:00,9.756267,79.16875
2020-12-26 17:00:00+00:00,9.770009,79.17
2020-12-26 18:00:00+00:00,9.770009,79.17
2020-12-26 19:00:00+00:00,9.770009,79.17
2020-12-26 20:00:00+00:00,9.770009,79.17
2020-12-26 21:00:00+00:00,9.770009,79.17
2020-12-26 22:00:00+00:00,9.783763,79.17125
2020-12-26 23:00:00+00:00,9.866281,79.17875
2020-12-27 00:00:00+00:00,9.880033,79.18
2020-12-27 01:00:00+00:00,9.893786,79.18125
2020-12-27 02:00:00+00:00,9.976306,79.18875
2020-12-27 03:00:00+00:00,9.99006,79.19001
2020-12-27 04:00:00+00:00,10.0038,79.19126
2020-12-27 05:00:00+00:00,10.08626,79.19875
2020-12-27 06:00:00+00:00,10.11375,79.20126
2020-12-27 07:00:00+00:00,10.18251,79.2075
2020-12-27 08:00:00+00:00,10.1275,79.2025
2020-12-27 09:00:00+00:00,10.21002,79.20999
2020-12-27 10:00:00+00:00,10.32003,79.22
2020-12-27 11:00:00+00:00,10.4163,79.22876
2020-12-27 12:00:00+00:00,10.43005,79.23
2020-12-27 13:00:00+00:00,10.45754,79.23251
2020-12-27 14:00:00+00:00,10.63626,79.24876
2020-12-27 15:00:00+00:00,10.73251,79.2575
2020-12-27 16:00:00+00:00,10.69125,79.25375
2020-12-27 17:00:00+00:00,10.82872,79.26625
2020-12-27 18:00:00+00:00,10.7875,79.2625
2020-12-27 19:00:00+00:00,10.85621,79.26875
2020-12-27 20:00:00+00:00,10.8837,79.27124
2020-12-27 21:00:00+00:00,10.96621,79.27874
2020-12-27 22:00:00+00:00,10.99372,79.28125
2020-12-27 23:00:00+00:00,11.07623,79.28875
2020-12-28 00:00:00+00:00,11.08998,79.29
2020-12-28 01:00:00+00:00,11.08998,79.29
2020-12-28 02:00:00+00:00,11.08998,79.29
2020-12-28 03:00:00+00:00,11.10373,79.29124
2020-12-28 04:00:00+00:00,11.1725,79.2975
2020-12-28 05:00:00+00:00,11.11749,79.2925
2020-12-28 06:00:00+00:00,11.18625,79.29874
2020-12-28 07:00:00+00:00,11.2,79.3
2020-12-28 08:00:00+00:00,11.21374,79.30125
2020-12-28 09:00:00+00:00,11.2962,79.30874
2020-12-28 10:00:00+00:00,11.30994,79.30999
2020-12-28 11:00:00+00:00,11.3237,79.31125
2020-12-28 12:00:00+00:00,11.39246,79.3175
2020-12-28 13:00:00+00:00,11.33745,79.3125
2020-12-28 14:00:00+00:00,11.41997,79.32
2020-12-28 15:00:00+00:00,11.50249,79.3275
2020-12-28 16:00:00+00:00,11.44747,79.32249
2020-12-28 17:00:00+00:00,11.51624,79.32875
2020-12-28 18:00:00+00:00,11.52999,79.33
2020-12-28 19:00:00+00:00,11.52999,79.33
2020-12-28 20:00:00+00:00,11.54373,79.33125
2020-12-28 21:00:00+00:00,11.62619,79.33875
2020-12-28 22:00:00+00:00,11.63993,79.34
2020-12-28 23:00:00+00:00,11.63993,79.34
2020-12-29 00:00:00+00:00,11.65369,79.34124
2020-12-29 01:00:00+00:00,11.73621,79.34875
2020-12-29 02:00:00+00:00,11.74996,79.35
2020-12-29 03:00:00+00:00,11.74996,79.35
2020-12-29 04:00:00+00:00,11.74996,79.35
2020-12-29 05:00:00+00:00,11.73621,79.34875
2020-12-29 06:00:00+00:00,11.68119,79.34375
2020-12-29 07:00:00+00:00,11.84623,79.35875
2020-12-29 08:00:00+00:00,11.92875,79.36626
2020-12-29 09:00:00+00:00,11.79122,79.35374
2020-12-29 10:00:00+00:00,11.84623,79.35875
2020-12-29 11:00:00+00:00,11.88748,79.3625
2020-12-29 12:00:00+00:00,12.03871,79.37625
2020-12-29 13:00:00+00:00,11.98375,79.37125
2020-12-29 14:00:00+00:00,11.98375,79.37125
2020-12-29 15:00:00+00:00,12.05246,79.37751
2020-12-29 16:00:00+00:00,12.01125,79.37375
2020-12-29 17:00:00+00:00,12.14873,79.38625
2020-12-29 18:00:00+00:00,12.12121,79.38374
2020-12-29 19:00:00+00:00,12.25874,79.39626
2020-12-29 20:00:00+00:00,12.20373,79.39125
2020-12-29 21:00:00+00:00,12.20373,79.39125
2020-12-29 22:00:00+00:00,12.27249,79.39751
2020-12-29 23:00:00+00:00,12.21748,79.3925
2020-12-30 00:00:00+00:00,12.3,79.4
2020-12-30 01:00:00+00:00,12.36877,79.40625
2020-12-30 02:00:00+00:00,12.24499,79.395
2020-12-30 03:00:00+00:00,12.36877,79.40625
2020-12-30 04:00:00+00:00,12.32751,79.4025
2020-12-30 05:00:00+00:00,12.39627,79.40876
2020-12-30 06:00:00+00:00,12.41003,79.41
2020-12-30 07:00:00+00:00,12.41003,79.41
2020-12-30 08:00:00+00:00,12.42377,79.41125
2020-12-30 09:00:00+00:00,12.49248,79.4175
2020-12-30 10:00:00+00:00,12.43751,79.41251
2020-12-30 11:00:00+00:00,12.51998,79.42001
2020-12-30 12:00:00+00:00,12.60249,79.42751
2020-12-30 13:00:00+00:00,12.54747,79.4225
2020-12-30 14:00:00+00:00,12.61624,79.42875
2020-12-30 15:00:00+00:00,12.62999,79.43
2020-12-30 16:00:00+00:00,12.62999,79.43
2020-12-30 17:00:00+00:00,12.64374,79.43125
2020-12-30 18:00:00+00:00,12.72626,79.43875
2020-12-30 19:00:00+00:00,12.74002,79.44001
2020-12-30 20:00:00+00:00,12.75376,79.44126
2020-12-30 21:00:00+00:00,12.83622,79.44875
2020-12-30 22:00:00+00:00,12.84996,79.45
2020-12-30 23:00:00+00:00,12.84996,79.45
2020-12-31 00:00:00+00:00,12.84996,79.45
2020-12-31 01:00:00+00:00,12.84996,79.45
2020-12-31 02:00:00+00:00,12.86371,79.45126
2020-12-31 03:00:00+00:00,12.94623,79.45876
2020-12-31 04:00:00+00:00,12.97374,79.46125
2020-12-31 05:00:00+00:00,13.05626,79.46875
2020-12-31 06:00:00+00:00,13.05626,79.46875
2020-12-31 07:00:00+00:00,12.97374,79.46125
2020-12-31 08:00:00+00:00,12.97374,79.46125
2020-12-31 09:00:00+00:00,13.05626,79.46875
2020-12-31 10:00:00+00:00,13.08376,79.47126
2020-12-31 11:00:00+00:00,13.16628,79.47876
2020-12-31 12:00:00+00:00,13.16628,79.47876
2020-12-31 13:00:00+00:00,13.09752,79.4725
2020-12-31 14:00:00+00:00,13.16628,79.47876
2020-12-31 15:00:00+00:00,13.18003,79.48
2020-12-31 16:00:00+00:00,13.18003,79.48
2020-12-31 17:00:00+00:00,13.18003,79.48
2020-12-31 18:00:00+00:00,13.18003,79.48
2020-12-31 19:00:00+00:00,13.18003,79.48
2020-12-31 20:00:00+00:00,13.19378,79.48125
2020-12-31 21:00:00+00:00,13.27623,79.48875
2020-12-31 22:00:00+00:00,13.28998,79.49
2020-12-31 23:00:00+00:00,13.28998,79.49
2021-01-01 00:00:00+00:00,13.30373,79.49124
2021-01-01 01:00:00+00:00,13.38625,79.49875
2021-01-01 02:00:00+00:00,13.4,79.5
2021-01-01 03:00:00+00:00,13.4,79.5
2021-01-01 04:00:00+00:00,13.4,79.5
2021-01-01 05:00:00+00:00,13.4,79.5
2021-01-01 06:00:00+00:00,13.4,79.5
2021-01-01 07:00:00+00:00,13.4,79.5
2021-01-01 08:00:00+00:00,13.4,79.5
2021-01-01 09:00:00+00:00,13.4,79.5
2021-01-01 10:00:00+00:00,13.4,79.5
2021-01-01 11:00:00+00:00,13.4,79.5
2021-01-01 12:00:00+00:00,13.4,79.5
2021-01-01 13:00:00+00:00,13.4,79.5
2021-01-01 14:00:00+00:00,13.4,79.5
2021-01-01 15:00:00+00:00,13.4,79.5
2021-01-01 16:00:00+00:00,13.4,79.5
2021-01-01 17:00:00+00:00,13.4,79.5
2021-01-01 18:00:00+00:00,13.41375,79.50125
2021-01-01 19:00:00+00:00,13.49627,79.50876
2021-01-01 20:00:00+00:00,13.51003,79.51
2021-01-01 21:00:00+00:00,13.51003,79.51
2021-01-01 22:00:00+00:00,13.49627,79.50876
2021-01-01 23:00:00+00:00,13.42751,79.50251
2021-01-02 00:00:00+00:00,13.49627,79.50876
2021-01-02 01:00:00+00:00,13.51003,79.51
2021-01-02 02:00:00+00:00,13.51003,79.51
2021-01-02 03:00:00+00:00,13.51003,79.51
2021-01-02 04:00:00+00:00,13.51003,79.51
2021-01-02 05:00:00+00:00,13.51003,79.51
2021-01-02 06:00:00+00:00,13.51003,79.51
2021-01-02 07:00:00+00:00,13.51003,79.51
2021-01-02 08:00:00+00:00,13.51003,79.51
2021-01-02 09:00:00+00:00,13.51003,79.51
2021-01-02 10:00:00+00:00,13.51003,79.51
2021-01-02 11:00:00+00:00,13.51003,79.51
2021-01-02 12:00:00+00:00,13.51003,79.51
2021-01-02 13:00:00+00:00,13.51003,79.51
2021-01-02 14:00:00+00:00,13.51003,79.51
2021-01-02 15:00:00+00:00,13.51003,79.51
2021-01-02 16:00:00+00:00,13.51003,79.51
2021-01-02 17:00:00+00:00,13.51003,79.51
2021-01-02 18:00:00+00:00,13.51003,79.51
2021-01-02 19:00:00+00:00,13.49627,79.50876
2021-01-02 20:00:00+00:00,13.42751,79.50251
2021-01-02 21:00:00+00:00,13.49627,79.50876
2021-01-02 22:00:00+00:00,13.51003,79.51
2021-01-02 23:00:00+00:00,13.49627,79.50876
2021-01-03 00:00:00+00:00,13.42751,79.50251
2021-01-03 01:00:00+00:00,13.48252,79.5075
2021-01-03 02:00:00+00:00,13.41375,79.50125
2021-01-03 03:00:00+00:00,13.4,79.5
2021-01-03 04:00:00+00:00,13.4,79.5
2021-01-03 05:00:00+00:00,13.4,79.5
2021-01-03 06:00:00+00:00,13.4,79.5
2021-01-03 07:00:00+00:00,13.4,79.5
2021-01-03 08:00:00+00:00,13.4,79.5
2021-01-03 09:00:00+00:00,13.4,79.5
2021-01-03 10:00:00+00:00,13.4,79.5
2021-01-03 11:00:00+00:00,13.4,79.5
2021-01-03 12:00:00+00:00,13.4,79.5
2021-01-03 13:00:00+00:00,13.38625,79.49875
2021-01-03 14:00:00+00:00,13.30373,79.49124
2021-01-03 15:00:00+00:00,13.28998,79.49
2021-01-03 16:00:00+00:00,13.27623,79.48875
2021-01-03 17:00:00+00:00,13.20752,79.4825
2021-01-03 18:00:00+00:00,13.24874,79.48624
2021-01-03 19:00:00+00:00,13.11126,79.47375
2021-01-03 20:00:00+00:00,13.15253,79.47751
2021-01-03 21:00:00+00:00,13.09752,79.4725
2021-01-03 22:00:00+00:00,13.13877,79.47625
2021-01-03 23:00:00+00:00,12.98749,79.4625
2021-01-04 00:00:00+00:00,12.95998,79.46
2021-01-04 01:00:00+00:00,12.94623,79.45876
2021-01-04 02:00:00+00:00,12.86371,79.45126
2021-01-04 03:00:00+00:00,12.86371,79.45126
2021-01-04 04:00:00+00:00,12.91873,79.45625
2021-01-04 05:00:00+00:00,12.78125,79.44375
2021-01-04 06:00:00+00:00,12.82247,79.44749
2021-01-04 07:00:00+00:00,12.75376,79.44126
2021-01-04 08:00:00+00:00,12.74002,79.44001
2021-01-04 09:00:00+00:00,12.72626,79.43875
2021-01-04 10:00:00+00:00,12.62999,79.43
